Label,Label2,Text,Predictions
負面,非常負面,之/銘言/大/方向/居住/正義/指/的/是/租得起/就/好/買得起/是/奢侈品/政府/該/做/的/是/應該/要/保障/人民/只要/你/願意/腳踏實地/工作/領/一/份/薪水/有/收入/政府/就/該/讓/你/租得起/而且/能/租/一/輩子/那/當然/最/保險/作法/就/是/大量/蓋/社會/住宅/保證/讓/你/租/的/到/也/保證/讓/你/想/租/一/輩子/就/租/一/輩子/社宅/設備/也/不用/太/好/就/保障/居住/而已/是/想要/多/好/柯文哲/還/搞/甚麼/智慧/建築/根本/搞錯/方向/更/扯/的/是/一面/想/搞/智慧/建築/推升/成本/結果/一面/還/要求/租金/要/達到/自償率/快/笑死/根本/本末倒置/阿伯/我/認為/正確/做法/是/社宅/成本/要/越/低/越/好/然後/不要/談/自償率/就/是/要/賠錢/出租/這樣/窮人/才/能/用/很/便宜/很/低廉/的/價格/去/負擔/居住/成本/他/才/存/的/到/錢/他/才/有/機會/脫離/貧窮/而/不/是/處處/跟/窮人/計較/自償率/計較/租金/然後/還/拿滿/租來/說嘴/說/租金/訂/這麼/高天經地義/合情合理/拜託/一下/你/社宅/租金/訂/越/高/你/只是/在/跟/窮人/吸/越/多/血/而已/窮人/付出/越/多/租金/他/脫離/貧窮/越/困難/所以/這樣/處處/計較/自償率/真的/是/對/的/嗎/自償率/越/低/續/蓋/增蓋/的/效率/越/差/成本/越/高/蓋/不/下去/就/收攤/了/一般/私人/租屋/市場/就/是/提供/品質/高/一點/的/居住/環境/就/像/東京/有些/百萬月/租金/的/物件/我/之前/無聊/會/在/上/看看/其實/大部分/都/兩/房/而已/只是/位置/很/好/或/樓層/很/高/像是/有/個/物件/可以/看/皇居/護城河/的/月租金/好像/萬日幣/這/很/合理/沒/錢/就/去/租/社宅/有錢/就/去/租/豪宅/很/合理/租賃/豪宅/交易/有/交稅/就/好不/妨礙/看/皇居/護城河/美景/更/有錢/的/才/是/自有/房屋/市場/你們/要/知道/柏林市/的/居民/其實/都/是/租屋/跟/資產/管理/公司/租/一/輩子/這樣/少數/收入/前/的/民眾/才/能/買/自己/的/房子/擁有/自己/的/房子/畢竟/大多數/的/人/在/世上/都/是/過客/有/完善/租屋/機制/保護/就/好/真正/要/搞/居住/正義/最最/最/主要/其實/是/完善/租屋/制度/因為/居住/正義/其實/應該/是/租屋/正義/租得起/就/好/了/啊/怎麼/到/台灣/都/要/擴大/解釋為/買得起/才/叫/正義/但/租屋/保障/其實/才/是/阻力/最/大/而且/民眾/最/抗拒/的/好比/房東/到期/亂漲/租金/或是/趕/人/就/好/我/說/台灣/是/右派/社會/不/是/亂說/的/台灣人/都/覺得/租金/亂漲天經地義/人家/歐洲/不/是/這樣/的/歐洲/租金/漲幅/有/限制/的/台灣/一定/很/難/理解/租金/怎麼/可以/限制/我/漲/多少/是/我/的/自由/阿但/歐洲/可/不行/漲幅/有/限制/而且/續租/也/是/在/歐洲/除非/房客/有/重大/疏失/不然/不能/隨便/趕/他/走/的/台灣/對/租屋/這/塊/保障/太少/沒辦法/民風/就/是/這樣/等/你們/當/房東/了/就/是/那/副/嘴臉/房子/想/收回來/就/收回來/房客/自己/去/想/辦法/所以/我/覺得/折衷/辦法/就/是/政府/乾脆/大量/蓋/社宅/永/不/趕/人/這樣/窮人/才/有/保障/好/嗎/房價/還是/與/租金/稍/有/連動/租金/受/收入/與/背壓榨/程度/限制/抑制/房價/與/改善/租屋/市場/機制/都/有/幫助/社宅/不一定/有/立竿見影/效果/但/有助於/租屋/機制/形成,[0.07437413 0.9256259 ]
正面,非常正面,侯友宜/上/趙少康/的/節目/開始/趙少康/直接/做/個/球/問/說/侯友宜/要不要/跟/韓國瑜/道歉/結果/侯友宜/還是/一直/講/說/請/大家/多多/批評/多多/指教/這樣子/政黑/的/韓粉/能夠/接受/嗎,[0.97805345 0.02194657]
正面,非常正面,昨天/柯布林/們/還/在/洗賴/清德/是/怎麼/從/一手/好/牌/打到/這樣/說/蔡英文/滿意度/達成/賴清德/不/該/選成/這樣/今天/卻/又/洗/蔡/英文/八/年/比不上/馬英九/的/八/年/昨天/洗/蔡英文/滿意度/成,[0.9898606  0.01013949]
中立,中立,之/銘言/引述/之/銘言/也/不/是/一/堆/人/洗白/而是/事實/上/蔡英文/第二/任/比/馬/第二/任民/調高/很多/馬/第二/任/民/調低/到/只有/我/想/大家/都/知道/蔡英文/現在/民調/是/馬/當年/的/好幾/倍/所以/也/不/是/什麼/一/堆/人/洗白/因為/事實/上/蔡/現在/支持度/就/是/屌打馬/當年/這/在/任何/民調/都/看得出來/我/只/說/一/個/非常/有感/的/這/幾/年/物價/真的/用/亂飆/來/形容/也/不為過/什麼/都/在/漲/每/幾/個/月/價/目表/就/更新/一/次/通膨/超級/嚴重/所以/為什麼/雖然/人/均/增加/了/但/其實/蔡英文/這/幾/年/實質/薪資/的/增幅/其實/是/小於/馬英九/任內/的/馬英九/任內/實質/總薪資/從/年/的/漲/到/年/的/蔡英文/任內/實質/總薪資/從/年/的/漲/到/年/的/年/的/數據/還/沒/出來/不過/今年/普遍/預期/實質/薪資/不要/減少/就/很/好/了/因為/今年/通膨/一樣/嚴重/但/成長/很少/這/幾/年/增加/了/那麼多/但/實質/薪資/增加/沒/多少/正好/說明/了/這/幾/年/通膨/有/多/誇張/反應/在/中下/階層/尤其/更為/明顯/他們/的/薪水/沒有/追上/的/漲幅/但/物價/卻/水漲船高/只/會/活/的/更/辛苦/而已/實質/薪資/來源/勞動/統計/查詢/有/興趣/的/可以/自己/查/大/項/只有/分工業/和/服務業/底下/還/有/很多/細項選/的/年份/問題/你/從/年/看/馬/那時/弄/到/倒退/變/谷底/那/段/直接/避開/還/能/讓/起始點/變/最低點/如果/是/來/看/當時/是/這/一來一往/就/差超多/因為/直接/避掉/馬/搞爛/的/那/個/倒退點/然後/蔡/從/開始/算/跟/開始/算/也/是/有/差/如果/馬改成/蔡/變成/那/就/是/年/跟/年/另外/用/你/的/年份/算/蔡/的/應該/是/吧,[0.4293339  0.57066613]
正面,稍微正面,大家/安安乳題/這陣子/看/民調/街訪/有/看到/一/種/人/是/覺得/誰/會/贏/就/投/他/這/種/是/不/是/比/死忠/藍綠白粉/更/智障/阿/到底/是/什麼/心態,[0.7962655  0.20373456]
正面,非常正面,照/居住/正義/擁護/者/的/邏輯/買賣/房地產/賺/價差/或是/當/房東/都/是/房蟲/我/看/這樣/吧/館長/原價/賣掉/自己/房/好/啦/別/那麼/狠/中間/稅金/代書費/讓/你/補回來/這樣子/做/不/就/能/成功/讓/館黑/閉嘴/有/卦,[0.98655695 0.01344306]
正面,非常正面,都/是/給/反/執政/的/人/去/蹭/票/用/就/像/當年/太陽花/一樣/口號/訴求/根本/不/重要/都/是/騙/支持/的/工具/本質/上/就/是/反/執政黨/再/順便/給/一些/人/未來/領/萬/的/機會/唯一/的/差別/是/當初/綠共/組織/太陽花/騙票/很/成功/讓/綠共/重返/執政/我/個人/是/不/看好/這/場/遊行/能/有/什麼/力量/畢竟/大家/看過/太陽花/後/都/心灰意冷/這/幾/天/綠共/跟/死/力量/還/公然/承認/當初/是/騙票/這樣/後/誰/還/願意/相信/這些/人/舉行/社會/運動/的/誠信/只/能/說/綠共/跟/死/靠/社運/上台/還/親手/毀/了/社/運用/腦子/想/都/知道/館長/跟/國蔥/這/場/根本/是/復刻/這/兩/個/以前/一/個/跟/民進黨/很/好/一/個/是/死/力量/想必/是/不/學好/又/想/騙/一/次,[0.9814493  0.01855066]
負面,稍微負面,我/有/個/朋友/柯出來/前/只/投/民進黨/柯出來/後/有/民眾/黨/投/民眾黨/沒/民眾黨/就/投/民進黨/她/說/賴柯/她/都/能/接受/小英/執政/整體/也/不錯/投柯/就/只是/想/看/國民黨/倒/而已/想要/讓/民眾黨/多/吸/一點/藍粉/讓/國民黨/提早/泡沫化/這裡/也/有/人/是/這樣/嗎,[0.37157354 0.6284265 ]
負面,非常負面,我們/中華民國/有/選舉/以來/應該/是/說/從/國大選/總統/再/到/總統/直選/從/蔣經國/李登輝/阿扁/馬英九/蔡英文/有/哪/一/個/總統/不/選/連任/不要/說/不/選/連任/幾乎/通通/都/連任/連/美國/拜登/年紀/這麼/大/了/都/還要/繼續/選/連任/我/實在/無法/想像/一/個/政治/人物/坐/大位/坐/四/年/會/放棄/連任/坐上/大位/開始/有/了/總統/權力/之後/不會/只/想/做/四/年/吧/能/選/連任/一定/選/八/年/總統/做好/做滿/這/本來/就/很/正常/了/不可能/會/放棄/選/連任/啦/大家/怎麼/看/呢,[0.04651706 0.95348287]
正面,非常正面,常/看到/銀行/行員/發現/詐騙/阻止/匯款/叫/警察/來/結果/被/騙/民眾/還/大罵/行員/跟/警察/多管閒事/這/種/執迷不悟/的/我們/要/花/億/去/救/他/嗎,[0.9460253  0.05397468]
正面,稍微正面,說真的/阿北/的/居住/正義/一直/沒/變/過人/要/有/地方/住/然後/住得起/這/從來/不/是/打/房價/買/房子/的/問題/我/說/白/了/今天/給/你/打/房/好了/你/知道/房價/一直/在/跌/你/會/花錢/買進/嗎/你/願意/早/一/年/買/房/先/賠/個/嗎/更何況/台灣/大多數/家庭/都/有/房產/你/沒有/你/爸/媽/你/爺爺/奶奶/可能/也/有/怎麼/打打到/你/家/你/先/彈出來/哀哀/叫/誰/願意/打房/把/自己/家/房子/先/拿出來/賤賣/啊/居住/正義/就/幾點/屯房稅/公宅/包租/代管/盡可能/地/把/物件/拿出來/活化/利用/供給/多/了/自然/能/抑制/租金/至於/房價/只/能/說/讓/它/緩漲/不可能/打到/骨折/柯黑/到底/有/什麼/臉/打/居住/正義/台北/蓋/了/那麼多/公宅/搶成/這樣/還/不/夠/說明/嗎/中央/蓋/的/公宅/到底/在/哪裡/有/幾/戶,[0.8019434  0.19805656]
負面,非常負面,其實/只要/台灣人/一呱呱/落地/直接/擁有/四/個/國籍/中華民國/美國/日本/中國/不過/只有/中華民國/國籍/才/可/享用/台灣/這/塊/土地/上/的/所有/一切/利益/不過/只有/中華民國/國籍/才/可/享用/台灣/這/塊/土地/上/的/所有/一切/利益/不過/只有/中華民國/國籍/才/可/享用/台灣/這/塊/土地/上/的/所有/一切/利益/所以/只要/台灣人/一呱呱/落地/直接/擁有/個/國籍/不/就/沒有/問題/了/你/想/去/哪/就/去/哪/政府/應該/以/這/個/目標/前進/當然/考慮/一下/加/個/新加坡/韓國/國籍/一次個/國籍/爽爆/天下無敵,[4.3556807e-04 9.9956447e-01]
負面,非常負面,身邊/朋友/幾乎/每/一/個/都/排好/要/上/凱道/挺/居住/正義/跟/司法/改革/大家/都/很/理智/說/支持/的/是/兩/項/訴求/不/是/綠媒/說/的/造勢/大會/看/的/年輕人/頭腦/很/清楚/滿/是/欣慰/大家/大概/幾/點/要/上/凱道/一起/支持/正義/的/事情,[0.00118459 0.9988154 ]
正面,非常正面,之/銘言/如/圖/阿北/都/跟/你/講/了/不會/打房/打下去/產業/一起/倒/銀行/呆帳/噴/經濟/一起/爆/你/這/是/在/污衊/阿北/明明/就/有/台北市/八/年/可以/作證/還/在/硬/要/黑/台北/東區/過往/繁榮/直接/衰敗/招商/金額/數量/理所當然/永遠/招商/第一/的/首都/還/一度/被/柯文哲/玩/到/掉到/第四/名/結果/就/是/房價/跌/中山/大同/尤其/是/大同/這/種/老/城區/房價/去年/還/能/下跌/不要/污衊/阿北/了/好/嗎/什麼/阿北/政策/不/打/房/因為/打房/經濟/會/垮/阿北/直接/讓/經濟/垮掉/後/房價/自然/會/下來/啦/不用/打房/就/實現/居住/正義/民進黨/還/在/硬/要/用/政策/伸出/黑手/打/房/笑死/尊重/市場/機制好/嗎,[0.9690424  0.03095757]
負面,非常負面,侯/稱/柯文哲/不/懂/中華民國/憲法/準備/送/柯/一/本/教科書/侯友宜/說/他/兩岸/的/立場/態度/非常/清楚/柯文哲/並/沒有/一/項/清楚/的,[0.04743608 0.9525639 ]
負面,非常負面,不用/講/那麼多/馬/執政/真/這麼/好/喔/那/現在/可以/繼續/推/馬/出來/選/啊/這樣/就/沒有/甚麼/整合/的/問題/了/對/吧/看看/馬會/選成/什麼/鳥樣,[0.06763346 0.93236655]
正面,稍微正面,轉錄/網址/轉錄/來源/何典/轉錄/內容/有/於/今年/四月/才/突然/出現/在/政黑板/我/看起來/是/中共/在/台/同情/者/的/已經/一而再再而三/的/貼文/鼓吹/要/對/民進黨/寫債/寫償/要/民進黨員/全/家/無/全施/稍後/更/主張/中國/共產黨/根本/對/台灣/無害/然後/這/種/仇恨/言論/政黑板主/從未/處理/我/認為/這/是/比/辱罵/賴品妤/更/嚴重/十/倍/也/是/網路/警察/該/處理/的/事情/附註/心得/想法/民進黨/一直/以來/在/政黑板/受到/藍白粉/不/公平/的/言論/攻擊/結果/政黑/板主/都/裝死/不/處理/民進黨/應該/主動/報警/抓/人才/對/相信/抓到/的/速度/會/比/罵/賴品妤/的/還/快/也/希望/這/個/包庇/親/中/勢力/攻擊/民進黨/的/板主/下台/並且/要/新增/規定/禁止/言論/攻擊/台派/政黨/與/之/相關/人士/違者/水桶/天台/派/政黨/定義/民進黨/基進黨,[0.7891118 0.2108882]
正面,稍微正面,來源/為/推/特/則/文章/標題/須/為/來源/名稱/人名/粉絲/團名/轉錄/網址/請/附上/有效/原文/連結/或/短/網址/轉錄/來源/推特/須/為/人物/名稱/粉絲團/名稱/轉錄/社論/請/附上/完整/標題/上報/陳嘉宏/專欄/沒有/憲法/九二/這/種/東西/轉錄/內容/請/完整/轉載/原文/請/勿/修改/內文/與/刪減/年/月/時任/中國/外交部長/王毅/在/美國/演講/時/表示/台灣/新/執政/者/蔡英文/必須/遵守/自己/的/憲法/憲政/等/用語/由於/中共/從來/未/承認/台灣/中華民國/主權/蔡英文/及/其/國安/團隊/心領神會/在/兩/個/多/月/後/的/總統/就職/演說/裡/表示/新/政府/會/依據/中華民國/憲法/兩岸/人民/關係/條例/及/其他/相關/法律/處理/兩岸/事務/雖然/許多/涉/台/學者/在/第一/時間/都/說/過關/了/兩岸/交流/可期/不過/當天/下午/中共/官方/突然/翻臉/不/認帳/認為/這/是/個/沒/完成/的/答卷/兩岸/交流/冰凍/迄/今/在/此/不/擬/討論/當時/兩岸/之間/是否/涉及/承諾/與/背信/的/問題/但/從/中國/共產黨/的/角度/來/看/王毅/那/番/話/顯然/是/退/太多/了/讀/過/憲法學/或/政治學/的/人/都/知道/憲法/至高無上/是/國家/的/根本/大法/王毅/說出/台灣/有/自己/的/憲法/那/就是/承認/台灣/有/自己/的/主權/這/是/否定/自己/對/台/的/一/中/三段論/世界/上/只有/一/個/中國/中華/人民/共和國/政府/是/代表/全/中國/的/合法/政府/台灣/是/中國/領土/的/一/部份/因為/擔心/即將/上任/的/蔡英文/很/快/地/走向/台獨/所以/放棄/自己/長期/對/台/立場/想/用/中華民國/憲法/框架住/她/這/對/中共/而言/不/是/個/划算/的/交易/侯友宜/說/他/接受/合乎/中華民國/憲法/的/九二/共識/反對/一國兩制/的/九二/共識/此/番/說法/被/視為/他/首度/表態/有/條件/地/接受/九二/共識/侯/的/這/個/說法/並/不/新早/在/兩/年/前/時任/國民黨/的/年輕/黨/主席/江啟臣/為了/幫/國民黨/褪去/九二/共識/這/個/民意/票房/毒藥/就/曾/拋出/過/憲法/九二/江/啟臣/把/憲法/兩/字/壓/在/九二/共識/上頭/其實/只是/為了/要/安撫/馬英九/等/九二/共識派/的/情緒/不過/這/種/不/究/其實/只/為了/不同/而/不同/為了/相同/而/相同/的/伎倆/處理/國民黨/內/紛爭/或許/可以/要/放/在/兩岸/交涉/的/場域/根本/沒有/任何/可能性/九二/共識/得以/出台/的/特色/在於/它/的/去/主權化/藉由/兩岸/之間/這/種/去/主權化/的/創造性/模糊/為/兩岸/之間/低階/的/事務/交流/以及/人員/往返/創造/環境/但/眾所皆知/國家/的/對/外/行為/必定/要/有/主權/作為/支撐/沒有/主權/意涵/的/兩岸/低階/的/事務/與/人員/交流/必定/有時而/盡/習近/平/在/年/元/月/日/的/對/台/政策/談話/就是/告訴/台灣人/他/不再/以/這/種/兩岸/低階/往來/為/滿足/他/要/開始/邁向/政治/談判/他/要/的/是/國家/的/統一/許多/天真/的/台灣人/會/說/要/談/就/談/啊/誰/怕/誰/問題/是/共產黨/從頭到尾/不/承認/你/是/中華民國/它/要/的/是/兩岸/必須/在/一/個/中國/框架/參考/一/中/三段/論/來/談/如果/台灣人/嫌/一/個/中國/太/刺耳/那/共產黨/也/可以/給/個面子/就/在/九二/共識/的/框架/裡/來/談/至於/什麼/是/九二/共識/框架/習近/平/在/年/元/月/日/的/談話/裡/也/說/得/很/清楚/就/是/推動/兩岸/雙方/在/一/個/中國/的/基礎/上/達成/兩岸/同屬/一/個/中國/共同/努力/謀求/國家/統一/侯友宜/的/憲法/九二/最/搞笑/的/是/明明/九二/共識/最/大/的/特色/就/是/去/主權化/偏偏/他/冠/了/憲法/兩/字/在/九二/上面/對於/九二/共識/各/方/還可以/爭論/這/世界/上/是否/有/沒/有/共識/的/共識/但/對/憲法/九二/已經/擺明/連/名稱/都/不可能/有/共識/了/這/種/假/出口/轉/內銷/的/行徑/根本/是/在/騙/選民/也/騙/自己/侯友宜/第二/搞笑/的/是/他/宣稱/要/接受/合乎/中華民國/憲法/的/九二/共識/是/暗喻/有/所謂/不/合乎/中華民國/憲法/的/九二/共識/嗎/這/真的/要/問/侯友宜/本人/畢竟/曾經/用/過/九二/共識/行走/兩岸/的/只有/他們/國民黨人/侯友宜/其實/也/包括/柯文哲/郭台銘/第三/搞笑/兼/可惡/的/是/兩岸/互動/明明/已經/進入/無法/迴避/政治/與/主權/議題/的/深水區/這些/人/卻/還/停留/在/用/通關/密語/就/可以/重啟/交流/的/假象/這/既是/對/選民/的/欺罔/也/是/對/他們/所/競選/職務/的/不/尊重/兩岸/想/在/此刻/有/交流/不可能/有/憲法/九二/這/種/東西/從/名稱/到/內涵/都/不可能/有/不過/侯友宜/正在/進行/提名/保衛戰/忙著/騙/選民/也/騙/自己/大概/都/不/在乎/了/吧/附註/心得/想法字/心得/備註/其實/侯友宜/被/逼問/至/此/他/應該/肚爛/馬英九/沒有/膽子/推動/修改/憲法/增修/條文/把/念茲在茲/的/九二/共識/一/中/各/表/寫入/增修/條文/但/我/看/他/也/不/敢/新聞/轉錄/舊聞/及/轉錄/他方/內容/之/文章/每/日/發/文數/總/上限/為/篇/自刪/與/板主/刪除/同樣/計入/額度,[0.6135251  0.38647497]
負面,稍微負面,自自/冉冉/崩崩/潰潰/之/銘言館長/和/戰神/將/上/街頭/被/視為/非/綠/大聯盟/的/起手式/塔綠班/起/底國昌/很多/地產/製圖/小組/喜吱吱/的/封為/畸零王/說來/好笑/有/房/有/地/就/不能/談/居住/正義/難道/當/老闆/就/不能/談/勞權/直男/就/不能/挺/同婚/嗎/有/房/的/一定/要/打/五折/賣/老闆/要/把/財產/捐給/員工/直男/要/變/同志/才/有/資格/討論/社會/問題/嗎/想想/自己/的/邏輯/吧/可惜/的/是/之所以/叫/塔綠班哥/布林/就/是/他們/沒有/邏輯/只有/武力/和/信仰/不斷/否定/社會/真實/存在/的/議題/檢討/批鬥/提出/問題/的/人/只/會/把/年輕人/推/得/更/遠/讓/柯文哲/的/選票/結構/更/穩固/但/身為/塔綠班/就是/忍不住/要/護航/雄辯/要/攻擊/異己/這/就/是/歷史/的/天命/資格/審查/論/這/論調/我/昨天/也/聽/過/套/一/句/陳智菡/常/講/的/這/根本/是/偷換/概念/而且/是/一連串/的/第一/有/人/說/過/黃國昌/等/人/不能/談/居住/正義/嗎/為什麼/別人/不能/舉/他/當/例子/來/談/居住/正義/大家/質疑/的/不/是/黃國昌/談/居住/正義/而是/他/訴求/居住/正義/今天/如果/魏應充/出來/訴求/食品/安全/人人/有/責/邀/大家/遊行/甚至/是/台灣/地王,[0.22587042 0.7741296 ]
